Date, Arena, Type, Raw Points, Points
2025/01/24,Sackville Arena (LDRA),photo,3635,12045
2025/01/24,Trout Creek Community Centre,story,3444,24130
2025/01/24,Sackville Arena (LDRA),photo,3638,12057
2025/01/24,Sackville Arena (LDRA),note,3639,12058
2025/01/24,Sackville Arena (LDRA),story,3649,12098
2025/01/24,North Hastings Community Centre,story,644,2717
2025/01/24,Honeywood Arena,note,1214,3909
2025/01/24,Fox Valley Skating Arena,photo,22,66
2025/01/24,Honeywood Arena,photo,1217,3922
2025/01/24,Geraldton Community Centre,note,36,36
2025/01/24,Geraldton Community Centre,photo,39,39
2025/01/24,Elm Creek Skating Rink,note,98,264
2025/01/24,Elm Creek Skating Rink,photo,101,272
2025/01/24,Elm Creek Skating Rink,photo,104,283
2025/01/24,Oxbow Community Arena,story,621,1596
2025/01/24,Oxbow Community Arena,note,622,1597
2025/01/24,Middleton District Arena,photo,617,2541
2025/01/24,Trout Creek Community Centre,story,3454,24201
2025/01/24,Trout Creek Community Centre,note,3455,24202
2025/01/24,Bashaw Arena,note,391,1772
2025/01/24,St. Isidore Recreation Centre,photo,234,883
2025/01/24,Wilfred T Lipton Arena,note,93,129
2025/01/24,St. Isidore Recreation Centre,photo,237,894
2025/01/24,Sackville Arena (LDRA),photo,3652,12107
2025/01/24,Sackville Arena (LDRA),photo,3655,12117
2025/01/24,McIntyre Arena,story,33,33
2025/01/24,St. Isidore Recreation Centre,photo,240,907
2025/01/24,Trout Creek Community Centre,story,3465,24265
2025/01/24,Trout Creek Community Centre,photo,3468,24286
2025/01/24,Trout Creek Community Centre,photo,3471,24308
2025/01/24,Trout Creek Community Centre,note,3472,24309
2025/01/24,Trout Creek Community Centre,story,3482,24373
2025/01/24,Redvers rec center,photo,707,4057
2025/01/24,Canora Civic Center,story,10,10
2025/01/24,Middleton District Arena,photo,620,2558
2025/01/24,Middleton District Arena,photo,623,2575
2025/01/24,Walkerton Community Centre,story,10,17
2025/01/24,Middleton District Arena,photo,626,2592
2025/01/24,Pete Knight Arena,note,445,2613
2025/01/24,Middleton District Arena,photo,629,2609
2025/01/24,Trout Creek Community Centre,note,3483,24374
2025/01/24,Sackville Arena (LDRA),photo,3658,12130
2025/01/24,Sackville Arena (LDRA),photo,3661,12146
2025/01/24,Sackville Arena (LDRA),photo,3664,12159
2025/01/24,Sackville Arena (LDRA),photo,3667,12172
2025/01/24,Sackville Arena (LDRA),photo,3670,12185
2025/01/24,Sackville Arena (LDRA),note,3671,12186
2025/01/24,Trout Creek Community Centre,story,3493,24435
2025/01/24,Trout Creek Community Centre,photo,3496,24455
2025/01/24,Middleton District Arena,story,639,2643
2025/01/24,North Peace Arena,photo,91,136
2025/01/24,North Peace Arena,photo,94,140
2025/01/24,North Peace Arena,photo,97,144
2025/01/24,Trout Creek Community Centre,photo,3499,24474
2025/01/24,North Peace Arena,photo,100,148
2025/01/24,North Peace Arena,photo,103,153
2025/01/24,Trout Creek Community Centre,photo,3502,24494
2025/01/24,Oxbow Community Arena,note,623,1598
2025/01/24,Oxbow Community Arena,photo,626,1602
2025/01/24,Oxbow Community Arena,photo,629,1607
2025/01/24,Oxbow Community Arena,photo,632,1613
2025/01/24,Oxbow Community Arena,photo,635,1619
2025/01/24,North Hastings Community Centre,photo,647,2732
2025/01/24,North Hastings Community Centre,photo,650,2748
2025/01/24,Oxbow Community Arena,photo,638,1625
2025/01/24,Sackville Arena (LDRA),photo,3674,12198
2025/01/24,North Hastings Community Centre,photo,653,2767
2025/01/24,Sackville Arena (LDRA),photo,3677,12210
2025/01/24,Sackville Arena (LDRA),photo,3680,12221
2025/01/24,Sackville Arena (LDRA),photo,3683,12233
2025/01/24,Sackville Arena (LDRA),photo,3686,12246
2025/01/24,Trout Creek Community Centre,photo,3505,24515
2025/01/24,Trout Creek Community Centre,photo,3508,24537
2025/01/24,Trout Creek Community Centre,photo,3511,24560
2025/01/24,Trout Creek Community Centre,photo,3514,24583
2025/01/24,North Peace Arena,photo,106,158
2025/01/24,North Peace Arena,photo,109,163
2025/01/24,Trout Creek Community Centre,photo,3517,24609
2025/01/24,North Peace Arena,photo,112,167
2025/01/24,Oxbow Community Arena,story,648,1638
2025/01/24,Trout Creek Community Centre,note,3518,24610
2025/01/24,Bashaw Arena,story,401,1818
2025/01/24,Bashaw Arena,note,402,1819
2025/01/24,Trout Creek Community Centre,photo,3521,24631
2025/01/24,Trout Creek Community Centre,photo,3524,24652
2025/01/24,Bashaw Arena,photo,405,1843
2025/01/24,Bashaw Arena,photo,408,1868
2025/01/24,Trout Creek Community Centre,story,3534,24724
2025/01/24,Bashaw Arena,photo,411,1891
2025/01/24,Bashaw Arena,photo,414,1917
2025/01/24,Bashaw Arena,photo,417,1945
2025/01/24,Pete Knight Arena,note,446,2614
2025/01/24,Jim Ciccone Civic Centre,photo,13,19
2025/01/24,Memorial Community Centre Arena,note,67,74
2025/01/24,Memorial Community Centre Arena,photo,70,77
2025/01/24,Memorial Community Centre Arena,photo,73,80
2025/01/24,Trout Creek Community Centre,photo,3537,24746
2025/01/24,Trout Creek Community Centre,photo,3540,24767
2025/01/24,Trout Creek Community Centre,photo,3543,24788
2025/01/24,Trout Creek Community Centre,photo,3546,24813
2025/01/24,Trout Creek Community Centre,photo,3549,24836
2025/01/24,Trout Creek Community Centre,photo,3552,24859
2025/01/24,Trout Creek Community Centre,photo,3555,24886
2025/01/24,Trout Creek Community Centre,photo,3558,24910
2025/01/24,Trout Creek Community Centre,note,3559,24911
2025/01/24,Trout Creek Community Centre,story,3569,24985
2025/01/24,Didsbury Memorial Complex Arena,photo,26,26
2025/01/24,Sackville Arena (LDRA),photo,3689,12257
2025/01/24,Sackville Arena (LDRA),photo,3692,12269
2025/01/24,Sackville Arena (LDRA),photo,3695,12282
2025/01/24,Sackville Arena (LDRA),photo,3698,12297
2025/01/24,Sackville Arena (LDRA),note,3699,12298
2025/01/24,Powell River Recreation Complex,story,10,10
2025/01/24,Sackville Arena (LDRA),note,3700,12299
2025/01/24,Memorial Community Centre Arena,story,83,90
2025/01/24,Memorial Community Centre Arena,note,84,91
2025/01/24,Pete Knight Arena,story,456,2663
2025/01/24,Trout Creek Community Centre,photo,3572,25017
2025/01/24,Pete Knight Arena,photo,459,2685
2025/01/24,Pete Knight Arena,photo,462,2709
2025/01/24,Pete Knight Arena,note,463,2710
2025/01/24,Trout Creek Community Centre,photo,3575,25045
2025/01/24,Trout Creek Community Centre,photo,3578,25070
2025/01/24,Trout Creek Community Centre,photo,3581,25097
2025/01/24,Trout Creek Community Centre,photo,3584,25121
2025/01/24,Trout Creek Community Centre,photo,3587,25143
2025/01/24,George Bell Arena,story,10,10
2025/01/24,Trout Creek Community Centre,photo,3590,25168
2025/01/24,Aréna Saint-Boniface,story,668,2167
2025/01/24,Aréna Saint-Boniface,photo,671,2177
2025/01/24,Aréna Saint-Boniface,photo,674,2190
2025/01/24,Aréna Saint-Boniface,photo,677,2200
2025/01/24,Aréna Saint-Boniface,note,678,2201
2025/01/24,A.J.M. Davies Arena,story,10,10
2025/01/24,Trout Creek Community Centre,photo,3593,25192
2025/01/24,Geraldton Community Centre,photo,42,42
2025/01/24,St. Isidore Recreation Centre,story,250,929
2025/01/24,St. Isidore Recreation Centre,note,251,930
2025/01/24,Centre Sportif Charles-Edouard-Boucher,story,336,353
2025/01/24,Centre Sportif C E Boucher,note,78,78
2025/01/24,Geraldton Community Centre,story,52,52
2025/01/24,Trout Creek Community Centre,story,3603,25269
2025/01/24,St. Isidore Recreation Centre,photo,254,940
2025/01/24,St. Isidore Recreation Centre,photo,257,951
2025/01/24,St. Isidore Recreation Centre,photo,260,962
2025/01/24,Trout Creek Community Centre,note,3604,25270
2025/01/24,Trout Creek Community Centre,photo,3607,25297
2025/01/24,St. Isidore Recreation Centre,photo,263,973
2025/01/24,St. Isidore Recreation Centre,photo,266,985
2025/01/24,Centre Sportif Charles-Edouard-Boucher,story,346,363
2025/01/24,Bashaw Arena,story,427,1988
2025/01/24,Bashaw Arena,note,428,1989
2025/01/24,Wilfred T Lipton Arena,photo,96,134
2025/01/24,Trout Creek Community Centre,note,3608,25298
2025/01/24,Capreol Community Centre and Arena,story,31,31
2025/01/24,Bashaw Arena,note,429,1990
2025/01/24,Middleton District Arena,note,640,2644
2025/01/24,Bienfait Memorial Arena,note,117,117
2025/01/24,Rapid City community complex,photo,52,60
2025/01/24,Rapid City community complex,note,53,61
2025/01/24,Aréna Luc & Marie-Claude de Baie Saint-Paul,story,20,20
2025/01/24,Centre Sportif Charles-Edouard-Boucher,photo,349,366
2025/01/24,Centre Sportif Charles-Edouard-Boucher,photo,352,369
2025/01/24,Centre Sportif Charles-Edouard-Boucher,photo,355,372
2025/01/24,Centre Sportif Charles-Edouard-Boucher,photo,358,375
2025/01/24,Aréna Luc & Marie-Claude de Baie Saint-Paul,photo,23,23
2025/01/24,Wilfred T Lipton Arena,note,97,135
2025/01/24,Jordan Arena,photo,17,18
2025/01/24,Jordan Arena,photo,20,21
2025/01/24,Trout Creek Community Centre,photo,3611,25303
2025/01/24,Trout Creek Community Centre,photo,3614,25308
2025/01/24,Trout Creek Community Centre,photo,3617,25314
2025/01/24,Sackville Arena (LDRA),story,3710,12343
2025/01/24,Trout Creek Community Centre,story,3627,25388
2025/01/24,Trout Creek Community Centre,photo,3630,25413
2025/01/24,Trout Creek Community Centre,photo,3633,25444
2025/01/24,Trout Creek Community Centre,photo,3636,25469
2025/01/24,Trout Creek Community Centre,photo,3639,25475
2025/01/24,Sackville Arena (LDRA),photo,3713,12355
2025/01/24,Trout Creek Community Centre,photo,3642,25507
2025/01/24,Sackville Arena (LDRA),photo,3716,12364
2025/01/24,Sackville Arena (LDRA),photo,3719,12377
2025/01/24,Sackville Arena (LDRA),photo,3722,12387
2025/01/24,Sackville Arena (LDRA),note,3723,12388
2025/01/24,Coldwater Arena,story,20,28
2025/01/24,Trout Creek Community Centre,note,3643,25508
2025/01/24,Trout Creek Community Centre,note,3644,25509
2025/01/24,Sackville Arena (LDRA),note,3724,12389
2025/01/24,Sackville Arena (LDRA),photo,3727,12401
2025/01/24,Trout Creek Community Centre,note,3645,25510
2025/01/24,Sackville Arena (LDRA),photo,3730,12417
2025/01/24,Sackville Arena (LDRA),photo,3733,12428
2025/01/24,Geraldton Community Centre,photo,55,55
2025/01/24,Sackville Arena (LDRA),photo,3736,12445
2025/01/24,Sackville Arena (LDRA),photo,3739,12464
2025/01/24,Honeywood Arena,photo,1220,3932
2025/01/24,Sackville Arena (LDRA),story,3749,12508
2025/01/24,Sackville Arena (LDRA),note,3750,12509
2025/01/24,Thamesford District Recreation Centre,note,74,78
2025/01/24,North Peace Arena,story,122,182
2025/01/24,Sackville Arena (LDRA),story,3760,12553
2025/01/24,Sackville Arena (LDRA),photo,3763,12563
2025/01/24,Sackville Arena (LDRA),photo,3766,12577
2025/01/24,Sackville Arena (LDRA),photo,3769,12586
2025/01/24,Sackville Arena (LDRA),photo,3772,12598
2025/01/24,Sackville Arena (LDRA),note,3773,12599
2025/01/24,Sackville Arena (LDRA),note,3774,12600
2025/01/24,Trout Creek Community Centre,story,3655,25584
2025/01/24,Sackville Arena (LDRA),photo,3777,12609
2025/01/24,Trout Creek Community Centre,photo,3658,25614
2025/01/24,Sackville Arena (LDRA),story,3787,12656
2025/01/24,Trout Creek Community Centre,photo,3661,25645
2025/01/24,Trout Creek Community Centre,photo,3664,25677
2025/01/24,Trout Creek Community Centre,photo,3667,25711
2025/01/24,Trout Creek Community Centre,story,3677,25796
2025/01/24,Fox Valley Skating Arena,photo,25,76
2025/01/24,Trout Creek Community Centre,photo,3680,25832
2025/01/24,Sackville Arena (LDRA),story,3797,12699
2025/01/24,Trout Creek Community Centre,photo,3683,25876
2025/01/24,Sackville Arena (LDRA),note,3798,12700
2025/01/24,Fox Valley Skating Arena,story,35,99
2025/01/24,Sackville Arena (LDRA),photo,3801,12714
2025/01/24,Sackville Arena (LDRA),photo,3804,12725
2025/01/24,Sackville Arena (LDRA),photo,3807,12736
2025/01/24,Sackville Arena (LDRA),story,3817,12782
2025/01/24,Trout Creek Community Centre,photo,3686,25926
2025/01/24,Sackville Arena (LDRA),photo,3820,12794
2025/01/24,Sackville Arena (LDRA),story,3830,12843
2025/01/24,Sackville Arena (LDRA),photo,3833,12854
2025/01/24,Sackville Arena (LDRA),photo,3836,12865
2025/01/24,Sackville Arena (LDRA),photo,3839,12874
2025/01/24,Sackville Arena (LDRA),photo,3842,12891
2025/01/24,Sackville Arena (LDRA),photo,3845,12910
2025/01/24,Sackville Arena (LDRA),photo,3848,12922
2025/01/24,Fox Valley Skating Arena,photo,38,110
2025/01/24,Sackville Arena (LDRA),photo,3851,12940
2025/01/24,Aréna St-Cyrille,note,18,23
2025/01/24,Sackville Arena (LDRA),note,3852,12941
2025/01/24,Wilfred T Lipton Arena,story,107,148
2025/01/24,Wilfred T Lipton Arena,photo,110,153
2025/01/24,Sackville Arena (LDRA),story,3862,12992
2025/01/24,Honeywood Arena,photo,1223,3941
2025/01/24,Sackville Arena (LDRA),photo,3865,13006
2025/01/24,Honeywood Arena,photo,1226,3950
2025/01/24,Aréna St-Cyrille,photo,21,27
2025/01/24,Sackville Arena (LDRA),story,3875,13054
2025/01/24,Sackville Arena (LDRA),story,3885,13105
2025/01/24,Sackville Arena (LDRA),note,3886,13106
2025/01/24,Sackville Arena (LDRA),story,3896,13159
2025/01/24,Sackville Arena (LDRA),photo,3899,13172
2025/01/24,Sackville Arena (LDRA),note,3900,13173
2025/01/24,Sackville Arena (LDRA),photo,3903,13191
2025/01/24,Sackville Arena (LDRA),note,3904,13192
2025/01/24,Sackville Arena (LDRA),photo,3907,13207
2025/01/24,St. Isidore Recreation Centre,story,276,1006
2025/01/24,Sackville Arena (LDRA),photo,3910,13229
2025/01/24,Sackville Arena (LDRA),photo,3913,13251
2025/01/24,Sackville Arena (LDRA),photo,3916,13268
2025/01/24,Sackville Arena (LDRA),photo,3919,13285
2025/01/24,Sackville Arena (LDRA),photo,3922,13308
2025/01/24,Sackville Arena (LDRA),photo,3925,13335
2025/01/24,Sackville Arena (LDRA),photo,3928,13361
2025/01/24,Sackville Arena (LDRA),photo,3931,13380
2025/01/24,Sackville Arena (LDRA),photo,3934,13404
2025/01/24,Sackville Arena (LDRA),photo,3937,13429
2025/01/24,Sackville Arena (LDRA),story,3947,13480
2025/01/24,Sackville Arena (LDRA),photo,3950,13504
2025/01/24,Sackville Arena (LDRA),photo,3953,13533
2025/01/24,Sackville Arena (LDRA),story,3963,13592
2025/01/24,Sackville Arena (LDRA),photo,3966,13619
2025/01/24,Sackville Arena (LDRA),photo,3969,13655
2025/01/24,Sackville Arena (LDRA),note,3970,13656
2025/01/24,Aréna St-Cyrille,note,22,28
2025/01/24,Fox Valley Skating Arena,photo,41,121
2025/01/24,St. Isidore Recreation Centre,photo,279,1017
2025/01/24,Sackville Arena (LDRA),note,3971,13657
2025/01/24,Sackville Arena (LDRA),photo,3974,13686
2025/01/24,St. Isidore Recreation Centre,photo,282,1029
2025/01/24,St. Isidore Recreation Centre,photo,285,1040
2025/01/24,Sackville Arena (LDRA),story,3984,13748
2025/01/24,St. Isidore Recreation Centre,note,286,1041
2025/01/24,Sackville Arena (LDRA),note,3985,13749
2025/01/24,Trout Creek Community Centre,note,3687,25927
2025/01/24,Redvers rec center,photo,710,4082
2025/01/24,Jim Ciccone Civic Centre,video,23,32
2025/01/24,St. Isidore Recreation Centre,photo,289,1056
2025/01/24,St. Isidore Recreation Centre,photo,292,1068
2025/01/24,Sackville Arena (LDRA),note,3986,13750
2025/01/24,Sackville Arena (LDRA),story,3996,13780
2025/01/24,North Peace Arena,story,132,196
2025/01/24,Sackville Arena (LDRA),photo,3999,13808
2025/01/24,Sackville Arena (LDRA),photo,4002,13840
2025/01/24,Sackville Arena (LDRA),photo,4005,13848
2025/01/24,Sackville Arena (LDRA),story,4015,13882
2025/01/24,Sackville Arena (LDRA),photo,4018,13890
2025/01/24,Sackville Arena (LDRA),photo,4021,13898
2025/01/24,Fox Valley Skating Arena,photo,44,131
2025/01/24,Fox Valley Skating Arena,photo,47,141
2025/01/24,Sackville Arena (LDRA),photo,4024,13912
2025/01/24,Sackville Arena (LDRA),photo,4027,13927
2025/01/24,Sackville Arena (LDRA),photo,4030,13939
2025/01/24,Sackville Arena (LDRA),photo,4033,13954
2025/01/24,Sackville Arena (LDRA),photo,4036,13969
2025/01/24,Brooke-Alvinston-Inwood Community Centre Complex,story,152,264
2025/01/24,Brooke-Alvinston-Inwood Community Centre Complex,note,153,265
2025/01/24,Sackville Arena (LDRA),story,4046,14002
2025/01/24,Archie Miller Arena,note,138,139
2025/01/24,Sackville Arena (LDRA),story,4056,14034
2025/01/24,Sackville Arena (LDRA),photo,4059,14043
2025/01/24,St. Isidore Recreation Centre,note,293,1069
2025/01/24,North Peace Arena,note,133,197
2025/01/24,Brooke-Alvinston-Inwood Community Centre Complex,photo,156,270
2025/01/24,Fox Valley Skating Arena,note,48,142
2025/01/24,Fox Valley Skating Arena,photo,51,152
2025/01/24,Trout Creek Community Centre,photo,3690,25937
2025/01/24,Fox Valley Skating Arena,note,52,153
2025/01/24,Sackville Arena (LDRA),photo,4062,14051
2025/01/24,Trout Creek Community Centre,photo,3693,25947
2025/01/24,Sackville Arena (LDRA),photo,4065,14060
2025/01/24,Fox Valley Skating Arena,photo,55,163
2025/01/24,Trout Creek Community Centre,photo,3696,25959
2025/01/24,Sackville Arena (LDRA),photo,4068,14069
2025/01/24,Sackville Arena (LDRA),photo,4071,14077
2025/01/24,Trout Creek Community Centre,photo,3699,25969
2025/01/24,Sackville Arena (LDRA),story,4081,14110
2025/01/24,Trout Creek Community Centre,note,3700,25970
2025/01/24,Trout Creek Community Centre,photo,3703,25981
2025/01/24,Sackville Arena (LDRA),photo,4084,14118
2025/01/24,Sackville Arena (LDRA),photo,4087,14128
2025/01/24,Petitcodiac Arena,photo,603,902
2025/01/24,Petitcodiac Arena,photo,606,905
2025/01/24,Sackville Arena (LDRA),photo,4090,14137
2025/01/24,Fox Valley Skating Arena,photo,58,173
2025/01/24,Honeywood Arena,photo,1229,3957
2025/01/24,Sackville Arena (LDRA),story,4100,14172
2025/01/24,Trout Creek Community Centre,story,3713,26036
2025/01/24,Sackville Arena (LDRA),note,4101,14173
2025/01/24,Sackville Arena (LDRA),note,4102,14174
2025/01/24,Sackville Arena (LDRA),photo,4105,14183
2025/01/24,Trout Creek Community Centre,note,3714,26037
2025/01/24,Sackville Arena (LDRA),photo,4108,14192
2025/01/24,Honeywood Arena,photo,1232,3966
2025/01/24,Sackville Arena (LDRA),photo,4111,14202
2025/01/24,Sackville Arena (LDRA),photo,4114,14212
2025/01/24,Sackville Arena (LDRA),photo,4117,14222
2025/01/24,Sackville Arena (LDRA),story,4127,14256
2025/01/24,Sackville Arena (LDRA),note,4128,14257
2025/01/24,Sackville Arena (LDRA),note,4129,14258
2025/01/24,Fox Valley Skating Arena,photo,61,183
2025/01/24,Ridgevalley Arena,photo,3,3
2025/01/24,Sackville Arena (LDRA),photo,4132,14266
2025/01/24,Sackville Arena (LDRA),photo,4135,14274
2025/01/24,Fox Valley Skating Arena,photo,64,193
2025/01/24,North Huron Wescast Community Center,story,10,10
2025/01/24,Sackville Arena (LDRA),photo,4138,14283
2025/01/24,Sackville Arena (LDRA),photo,4141,14291
2025/01/24,Sackville Arena (LDRA),photo,4144,14299
2025/01/24,Sackville Arena (LDRA),note,4145,14300
2025/01/24,Sackville Arena (LDRA),photo,4148,14309
2025/01/24,Trout Creek Community Centre,story,3724,26092
2025/01/24,Sackville Arena (LDRA),photo,4151,14318
2025/01/24,Sackville Arena (LDRA),photo,4154,14326
2025/01/24,Pete Knight Arena,story,473,2758
2025/01/24,Sackville Arena (LDRA),story,4164,14364
2025/01/24,Sackville Arena (LDRA),note,4165,14365
2025/01/24,Sackville Arena (LDRA),story,4175,14396
2025/01/24,Fox Valley Skating Arena,photo,67,203
2025/01/24,Fox Valley Skating Arena,story,77,225
2025/01/24,Fox Valley Skating Arena,photo,80,234
2025/01/24,Fox Valley Skating Arena,photo,83,243
2025/01/24,Pete Knight Arena,story,483,2809
2025/01/24,Fox Valley Skating Arena,photo,86,251
2025/01/24,Pete Knight Arena,note,484,2810
2025/01/24,Sackville Arena (LDRA),note,4176,14397
2025/01/24,Sackville Arena (LDRA),note,4177,14398
2025/01/24,Sackville Arena (LDRA),photo,4180,14406
2025/01/24,Ridgevalley Arena,story,13,13
2025/01/24,Ridgevalley Arena,photo,16,16
2025/01/24,Fox Valley Skating Arena,photo,89,261
2025/01/24,Fox Valley Skating Arena,note,90,262
2025/01/24,Pete Knight Arena,note,485,2811
2025/01/24,Arborg & District Arena,note,513,575
2025/01/24,Sackville Arena (LDRA),story,4190,14439
2025/01/24,Sackville Arena (LDRA),story,4200,14473
2025/01/24,Sackville Arena (LDRA),photo,4203,14482
2025/01/24,North Peace Arena,note,134,198
2025/01/24,Sackville Arena (LDRA),note,4204,14483
2025/01/24,Sackville Arena (LDRA),story,4214,14517
2025/01/24,Sackville Arena (LDRA),note,4215,14518
2025/01/24,Sackville Arena (LDRA),note,4216,14519
2025/01/24,Sackville Arena (LDRA),story,4226,14553
2025/01/24,Sackville Arena (LDRA),photo,4229,14561
2025/01/24,Trout Creek Community Centre,photo,3727,26107
2025/01/24,Sackville Arena (LDRA),story,4239,14599
2025/01/24,Sackville Arena (LDRA),story,4249,14633
2025/01/24,Sackville Arena (LDRA),photo,4252,14642
2025/01/24,Kingston Memorial Centre,story,229,351
2025/01/24,Sackville Arena (LDRA),photo,4255,14654
2025/01/24,Kingston Memorial Centre,note,230,352
2025/01/24,Sackville Arena (LDRA),photo,4258,14663
2025/01/24,Deline Arena,story,10,10
2025/01/24,Sackville Arena (LDRA),note,4259,14664
2025/01/24,Sackville Arena (LDRA),photo,4262,14672
2025/01/24,Fox Valley Skating Arena,note,91,263
2025/01/24,Pete Knight Arena,note,486,2812
2025/01/24,Sackville Arena (LDRA),photo,4265,14680
2025/01/24,North Peace Arena,photo,137,203
2025/01/24,Sackville Arena (LDRA),photo,4268,14688
2025/01/24,Sackville Arena (LDRA),photo,4271,14696
2025/01/24,Didsbury Memorial Complex Arena,photo,29,29
2025/01/24,Sackville Arena (LDRA),photo,4274,14705
2025/01/24,Sackville Arena (LDRA),photo,4277,14714
2025/01/24,Sackville Arena (LDRA),photo,4280,14723
2025/01/24,Kingston Memorial Centre,note,231,353
2025/01/24,Sackville Arena (LDRA),photo,4283,14733
2025/01/24,Sackville Arena (LDRA),note,4284,14734
2025/01/24,Sackville Arena (LDRA),photo,4287,14744
2025/01/24,Jus Jordan Arena,story,85,89
2025/01/24,Sackville Arena (LDRA),note,4288,14745
2025/01/24,Aréna St-Cyrille,photo,25,32
2025/01/24,Trout Creek Community Centre,story,3737,26129
2025/01/24,Honeywood Arena,story,1242,3994
2025/01/24,Sackville Arena (LDRA),story,4298,14782
2025/01/24,Sackville Arena (LDRA),story,4308,14819
2025/01/24,Sackville Arena (LDRA),photo,4311,14828
2025/01/24,Sackville Arena (LDRA),note,4312,14829
2025/01/24,La Glace Recreation Centre,photo,370,504
2025/01/24,Sackville Arena (LDRA),story,4322,14865
2025/01/24,Trout Creek Community Centre,note,3738,26130
2025/01/24,Berens River Memorial Arena ,photo,13,15
2025/01/24,Sackville Arena (LDRA),photo,4325,14876
2025/01/24,Sackville Arena (LDRA),photo,4328,14887
2025/01/24,Sackville Arena (LDRA),photo,4331,14896
2025/01/24,Sackville Arena (LDRA),photo,4334,14905
2025/01/24,Sackville Arena (LDRA),note,4335,14906
2025/01/24,Trout Creek Community Centre,photo,3741,26140
2025/01/24,Trout Creek Community Centre,photo,3744,26155
2025/01/24,Trout Creek Community Centre,photo,3747,26171
2025/01/24,Trout Creek Community Centre,photo,3750,26185
2025/01/24,Rolling Hills Arena,photo,13,31
2025/01/24,Rolling Hills Arena,photo,16,41
2025/01/24,Rolling Hills Arena,photo,19,48
2025/01/24,Rolling Hills Arena,photo,22,55
2025/01/24,Rolling Hills Arena,photo,25,63
2025/01/24,Rolling Hills Arena,note,26,64
2025/01/24,Trout Creek Community Centre,story,3760,26243
2025/01/24,Rolling Hills Arena,photo,29,72
2025/01/24,Sackville Arena (LDRA),photo,4338,14916
2025/01/24,Sackville Arena (LDRA),photo,4341,14926
2025/01/24,Rolling Hills Arena,photo,32,79
2025/01/24,Sackville Arena (LDRA),photo,4344,14935
2025/01/24,Sackville Arena (LDRA),photo,4347,14944
2025/01/24,Sackville Arena (LDRA),photo,4350,14952
2025/01/24,Sackville Arena (LDRA),photo,4353,14960
2025/01/24,Trout Creek Community Centre,note,3761,26244
2025/01/24,Trout Creek Community Centre,photo,3764,26255
2025/01/24,Redwood Meadows Arena,photo,56,73
2025/01/24,Trout Creek Community Centre,photo,3767,26266
2025/01/24,Trout Creek Community Centre,photo,3770,26278
2025/01/24,Honeywood Arena,story,1252,4021
2025/01/24,Fox Valley Skating Arena,note,92,264
2025/01/24,Honeywood Arena,photo,1255,4028
2025/01/24,Trout Creek Community Centre,note,3771,26279
2025/01/24,Honeywood Arena,photo,1258,4035
2025/01/24,Sackville Arena (LDRA),story,4363,14999
2025/01/24,Honeywood Arena,photo,1261,4042
2025/01/24,Rolling Hills Arena,story,42,95
2025/01/24,Sackville Arena (LDRA),photo,4366,15007
2025/01/24,Sackville Arena (LDRA),photo,4369,15015
2025/01/24,Sackville Arena (LDRA),photo,4372,15023
2025/01/24,Sackville Arena (LDRA),photo,4375,15031
2025/01/24,Sackville Arena (LDRA),photo,4378,15039
2025/01/24,Sackville Arena (LDRA),note,4379,15040
2025/01/24,Sackville Arena (LDRA),photo,4382,15048
2025/01/24,Aréna Saint-Lin-Laurentides,note,15,15
2025/01/24,Trout Creek Community Centre,note,3772,26280
2025/01/24,Okanagan Training Rink,story,20,20
2025/01/24,Trout Creek Community Centre,photo,3775,26290
2025/01/24,Trout Creek Community Centre,photo,3778,26306
2025/01/24,St. Isidore Recreation Centre,story,303,1085
2025/01/24,Honeywood Arena,photo,1264,4049
2025/01/24,Trout Creek Community Centre,note,3779,26307
2025/01/24,Berens River Memorial Arena ,note,14,16
2025/01/24,St. Isidore Recreation Centre,photo,306,1093
2025/01/24,Petitcodiac Arena,story,616,915
2025/01/24,Aréna Saint-Boniface,story,688,2233
2025/01/24,St. Isidore Recreation Centre,story,316,1110
2025/01/24,Aréna Saint-Boniface,photo,691,2243
2025/01/24,Aréna Saint-Boniface,photo,694,2249
2025/01/24,Aréna Saint-Boniface,note,695,2250
2025/01/24,Sackville Arena (LDRA),photo,4385,15056
2025/01/24,Sackville Arena (LDRA),photo,4388,15064
2025/01/24,Big River Arena,note,450,1242
2025/01/24,St. Isidore Recreation Centre,photo,319,1118
2025/01/24,Aréna Saint-Lin-Laurentides,story,25,25
2025/01/24,Sackville Arena (LDRA),note,4389,15065
2025/01/24,Emily Omemee Arena,photo,24,24
2025/01/24,Aréna Saint-Lin-Laurentides,photo,28,28
2025/01/24,Trout Creek Community Centre,story,3789,26364
2025/01/24,Honeywood Arena,note,1265,4050
2025/01/24,Honeywood Arena,photo,1268,4058
2025/01/24,Kingston Memorial Centre,story,241,365
2025/01/24,Trout Creek Community Centre,photo,3792,26377
2025/01/24,Trout Creek Community Centre,photo,3795,26392
2025/01/24,Trout Creek Community Centre,photo,3798,26409
2025/01/24,Trout Creek Community Centre,photo,3801,26426
2025/01/24,Trout Creek Community Centre,photo,3804,26440
2025/01/24,Honeywood Arena,photo,1271,4068
2025/01/24,Sackville Arena (LDRA),photo,4392,15073
2025/01/24,St. Isidore Recreation Centre,note,320,1119
2025/01/24,North Peace Arena,photo,140,207
