Date, Arena, Type, Raw Points, Points
2025/02/09,Ivor MacDonald Memorial Arena,photo,448,1990
2025/02/09,Arborg & District Arena,note,1070,1169
2025/02/09,Ivor MacDonald Memorial Arena,photo,451,1999
2025/02/09,Bashaw Arena,photo,3639,14460
2025/02/09,Bashaw Arena,photo,3642,14476
2025/02/09,Bashaw Arena,photo,3645,14494
2025/02/09,Bashaw Arena,photo,3648,14515
2025/02/09,Bashaw Arena,note,3649,14516
2025/02/09,Ivor MacDonald Memorial Arena,photo,454,2010
2025/02/09,Irma Arena,note,235,247
2025/02/10,Bashaw Arena,photo,3652,14537
2025/02/10,Ron Gorr Memorial Arena,note,385,763
2025/02/10,Bashaw Arena,photo,3655,14559
2025/02/10,Bashaw Arena,photo,3658,14585
2025/02/10,Bashaw Arena,note,3659,14586
2025/02/10,Ivor MacDonald Memorial Arena,note,455,2011
2025/02/10,Middleton District Arena,note,2952,7931
2025/02/10,Middleton District Arena,story,2962,7942
2025/02/10,Middleton District Arena,story,2972,7953
2025/02/10,Trout Creek Community Centre,note,9216,44336
2025/02/10,Honeywood Arena,video,4602,12415
2025/02/10,Irma Arena,photo,238,250
2025/02/10,Irma Arena,photo,241,253
2025/02/10,Bashaw Arena,note,3660,14587
2025/02/10,Trout Creek Community Centre,photo,9219,44344
2025/02/10,Honeywood Arena,note,4603,12416
2025/02/10,Fox Valley Skating Arena,photo,865,2055
2025/02/10,Fox Valley Skating Arena,photo,868,2059
2025/02/10,Fox Valley Skating Arena,note,869,2060
2025/02/10,Trout Creek Community Centre,story,9229,44369
2025/02/10,Pete Knight Arena,story,3256,13680
2025/02/10,Ivor MacDonald Memorial Arena,photo,458,2018
2025/02/10,Honeywood Arena,photo,4606,12420
2025/02/10,Honeywood Arena,photo,4609,12423
2025/02/10,Sackville Arena (LDRA),note,7702,24449
2025/02/10,Honeywood Arena,story,4619,12446
2025/02/10,Kaetlyn Osmond Arena,story,1717,3258
2025/02/10,Beausejour Sportsplex,photo,80,102
2025/02/10,Beausejour Sportsplex,story,90,112
2025/02/10,Bashaw Arena,story,3670,14626
2025/02/10,Middleton District Arena,note,2973,7954
2025/02/10,Bashaw Arena,note,3671,14627
2025/02/10,Bashaw Arena,photo,3674,14634
2025/02/10,Bashaw Arena,story,3684,14677
2025/02/10,Bashaw Arena,photo,3687,14684
2025/02/10,John Levi Community Centre,video,206,307
2025/02/10,Irma Arena,photo,244,256
2025/02/10,Cremona Ag Society Community Arena,story,177,215
2025/02/10,Cremona Ag Society Community Arena,photo,180,219
2025/02/10,Trout Creek Community Centre,story,9239,44395
2025/02/10,Trout Creek Community Centre,note,9240,44396
2025/02/10,Cremona Ag Society Community Arena,photo,183,223
2025/02/10,Ivor MacDonald Memorial Arena,note,459,2019
2025/02/10,Trout Creek Community Centre,story,9250,44421
2025/02/10,Trout Creek Community Centre,note,9251,44422
2025/02/10,Bashaw Arena,photo,3690,14691
2025/02/10,Bashaw Arena,photo,3693,14698
2025/02/10,Bashaw Arena,photo,3696,14705
2025/02/10,Kinistino sports complex,photo,294,457
2025/02/10,Tilley arena,story,41,42
2025/02/10,Middleton District Arena,story,2983,7965
2025/02/10,Pete Knight Arena,story,3266,13703
2025/02/10,Rolling Hills Arena,story,1082,2109
2025/02/10,Middleton District Arena,note,2984,7966
2025/02/10,Bashaw Arena,photo,3699,14712
2025/02/10,Bashaw Arena,photo,3702,14719
2025/02/10,Bashaw Arena,photo,3705,14726
2025/02/10,Bashaw Arena,photo,3708,14733
2025/02/10,Pete Knight Arena,photo,3269,13706
2025/02/10,Pete Knight Arena,note,3270,13707
2025/02/10,Aréna Saint-Boniface,note,3421,9462
2025/02/10,Bashaw Arena,photo,3711,14740
2025/02/10,Aréna Saint-Boniface,photo,3424,9465
2025/02/10,Aréna Saint-Boniface,story,3434,9496
2025/02/10,Trout Creek Community Centre,story,9261,44452
2025/02/10,Aréna Saint-Boniface,note,3435,9497
2025/02/10,Cremona Ag Society Community Arena,photo,186,227
2025/02/10,Trout Creek Community Centre,photo,9264,44459
2025/02/10,Trout Creek Community Centre,photo,9267,44466
2025/02/10,Bashaw Arena,photo,3714,14748
2025/02/10,Trout Creek Community Centre,note,9268,44467
2025/02/10,Trout Creek Community Centre,photo,9271,44474
2025/02/10,Middleton District Arena,story,2994,7976
2025/02/10,Aréna Saint-Boniface,photo,3438,9502
2025/02/10,Aréna Saint-Boniface,photo,3441,9506
2025/02/10,Bashaw Arena,photo,3717,14755
2025/02/10,Aréna Saint-Boniface,photo,3444,9510
2025/02/10,Civic Centre Arena,note,152,251
2025/02/10,Aréna Saint-Boniface,photo,3447,9513
2025/02/10,Aréna Saint-Boniface,story,3457,9550
2025/02/10,Bashaw Arena,photo,3720,14762
2025/02/10,Aréna Saint-Boniface,story,3467,9583
2025/02/10,Aréna Saint-Boniface,note,3468,9584
2025/02/10,Aréna Saint-Boniface,photo,3471,9588
2025/02/10,Aréna Saint-Boniface,photo,3474,9591
2025/02/10,Middleton District Arena,photo,2997,7980
2025/02/10,Aréna Saint-Boniface,photo,3477,9595
2025/02/10,Aréna Saint-Boniface,photo,3480,9598
2025/02/10,Middleton District Arena,photo,3000,7985
2025/02/10,Middleton District Arena,note,3001,7986
2025/02/10,St Boniface,story,51,86
2025/02/10,Middleton District Arena,photo,3004,7990
2025/02/10,Aréna Saint-Boniface,story,3490,9634
2025/02/10,Aréna Saint-Boniface,photo,3493,9637
2025/02/10,Aréna Saint-Boniface,photo,3496,9640
2025/02/10,Bashaw Arena,story,3730,14810
2025/02/10,Bashaw Arena,note,3731,14811
2025/02/10,Aréna Saint-Boniface,photo,3499,9643
2025/02/10,Bashaw Arena,photo,3734,14817
2025/02/10,Aréna Saint-Boniface,photo,3502,9646
2025/02/10,Aréna Saint-Boniface,photo,3505,9651
2025/02/10,Bashaw Arena,photo,3737,14824
2025/02/10,Aréna Saint-Boniface,story,3515,9691
2025/02/10,Aréna Saint-Boniface,note,3516,9692
2025/02/10,Bashaw Arena,photo,3740,14832
2025/02/10,Bashaw Arena,photo,3743,14839
2025/02/10,Trout Creek Community Centre,photo,9274,44482
2025/02/10,Middleton District Arena,photo,3007,7996
2025/02/10,Middleton District Arena,photo,3010,8002
2025/02/10,Trout Creek Community Centre,photo,9277,44489
2025/02/10,Delburne AG Arena,story,365,964
2025/02/10,Delburne AG Arena,note,366,965
2025/02/10,Delburne AG Arena,photo,369,972
2025/02/10,Cremona Ag Society Community Arena,photo,189,231
2025/02/10,Sackville Arena (LDRA),photo,7705,24463
2025/02/10,Sackville Arena (LDRA),photo,7708,24477
2025/02/10,Sackville Arena (LDRA),photo,7711,24491
2025/02/10,Sackville Arena (LDRA),photo,7714,24506
2025/02/10,Aréna Saint-Boniface,story,3526,9733
2025/02/10,Aréna Saint-Boniface,photo,3529,9736
2025/02/10,Cremona Ag Society Community Arena,photo,192,235
2025/02/10,Aréna Saint-Boniface,photo,3532,9739
2025/02/10,Aréna Saint-Boniface,photo,3535,9743
2025/02/10,Aréna Saint-Boniface,photo,3538,9749
2025/02/10,Trout Creek Community Centre,photo,9280,44496
2025/02/10,Aréna Saint-Boniface,note,3539,9750
2025/02/10,Don Cruickshank Memorial Arena,story,536,1207
2025/02/10,Don Cruickshank Memorial Arena,photo,539,1210
2025/02/10,Don Cruickshank Memorial Arena,photo,542,1213
2025/02/10,Pete Knight Arena,story,3280,13731
2025/02/10,Pete Knight Arena,note,3281,13732
2025/02/10,Sackville Arena (LDRA),photo,7717,24515
2025/02/10,Sackville Arena (LDRA),photo,7720,24523
2025/02/10,Sackville Arena (LDRA),photo,7723,24531
2025/02/10,Richmond Arena,story,59,69
2025/02/10,Pete Knight Arena,photo,3284,13735
2025/02/10,Trout Creek Community Centre,photo,9283,44505
2025/02/10,Ivor MacDonald Memorial Arena,story,469,2041
2025/02/10,Aréna Saint-Boniface,photo,3542,9753
2025/02/10,Aréna Saint-Boniface,photo,3545,9756
2025/02/10,Aréna Saint-Boniface,photo,3548,9760
2025/02/10,Fox Valley Skating Arena,photo,872,2064
2025/02/10,Fox Valley Skating Arena,story,882,2081
2025/02/10,Trout Creek Community Centre,photo,9286,44512
2025/02/10,Fox Valley Skating Arena,note,883,2082
2025/02/10,Zurich Community Centre,story,20,20
2025/02/10,Zurich Community Centre,photo,23,23
2025/02/10,Pete Knight Arena,photo,3287,13738
2025/02/10,Pete Knight Arena,photo,3290,13741
2025/02/10,Pete Knight Arena,photo,3293,13744
2025/02/10,Ivor MacDonald Memorial Arena,photo,472,2047
2025/02/10,Ivor MacDonald Memorial Arena,photo,475,2055
2025/02/10,Ivor MacDonald Memorial Arena,photo,478,2062
2025/02/10,Ivor MacDonald Memorial Arena,photo,481,2068
2025/02/10,Trout Creek Community Centre,photo,9289,44519
2025/02/10,Trout Creek Community Centre,photo,9292,44526
2025/02/10,Trout Creek Community Centre,photo,9295,44533
2025/02/10,Trout Creek Community Centre,photo,9298,44540
2025/02/10,Tamitik Jubilee Sports Complex,story,31,31
2025/02/10,Trout Creek Community Centre,photo,9301,44547
2025/02/10,Bashaw Arena,note,3744,14840
2025/02/10,Trout Creek Community Centre,photo,9304,44554
2025/02/10,Trout Creek Community Centre,photo,9307,44561
2025/02/10,Trout Creek Community Centre,photo,9310,44569
2025/02/10,Trout Creek Community Centre,photo,9313,44576
2025/02/10,Trout Creek Community Centre,photo,9316,44584
2025/02/10,Orville Acres Arena,photo,121,136
2025/02/10,Fox Valley Skating Arena,story,893,2100
2025/02/10,Bashaw Arena,story,3754,14885
2025/02/10,Trout Creek Community Centre,photo,9319,44592
2025/02/10,Rolling Hills Arena,note,1083,2110
2025/02/10,Trout Creek Community Centre,photo,9322,44600
2025/02/10,Trout Creek Community Centre,photo,9325,44609
2025/02/10,Trout Creek Community Centre,photo,9328,44618
2025/02/10,Trout Creek Community Centre,photo,9331,44627
2025/02/10,Trout Creek Community Centre,photo,9334,44636
2025/02/10,Trout Creek Community Centre,photo,9337,44645
2025/02/10,Bashaw Arena,photo,3757,14894
2025/02/10,Bashaw Arena,story,3767,14940
2025/02/10,Aréna Saint-Boniface,note,3549,9761
2025/02/10,Aréna Saint-Boniface,photo,3552,9765
2025/02/10,Bashaw Arena,story,3777,15001
2025/02/10,Bashaw Arena,photo,3780,15008
2025/02/10,Bashaw Arena,story,3790,15068
2025/02/10,Pete Knight Arena,story,3303,13770
2025/02/10,Pete Knight Arena,photo,3306,13774
2025/02/10,Pete Knight Arena,photo,3309,13778
2025/02/10,Pete Knight Arena,note,3310,13779
2025/02/10,Pete Knight Arena,note,3311,13780
2025/02/10,Irma Arena,photo,247,259
2025/02/10,Irma Arena,photo,250,262
2025/02/10,Irma Arena,photo,253,265
2025/02/10,Rolling Hills Arena,story,1093,2128
2025/02/10,Rolling Hills Arena,photo,1096,2132
2025/02/10,Rolling Hills Arena,note,1097,2133
2025/02/10,Ron Gorr Memorial Arena,photo,388,767
2025/02/10,Fox Valley Skating Arena,story,903,2118
2025/02/10,Fox Valley Skating Arena,photo,906,2122
2025/02/10,Fox Valley Skating Arena,photo,909,2126
2025/02/10,Middleton District Arena,story,3020,8012
2025/02/10,Middleton District Arena,photo,3023,8018
2025/02/10,Middleton District Arena,photo,3026,8023
2025/02/10,Middleton District Arena,note,3027,8024
2025/02/10,Pete Knight Arena,story,3321,13794
2025/02/10,Middleton District Arena,story,3037,8034
2025/02/10,Middleton District Arena,note,3038,8035
2025/02/10,Middleton District Arena,story,3048,8045
2025/02/10,Kashechewan Arena,story,10,10
2025/02/10,Aréna Saint-Boniface,note,3553,9766
2025/02/10,Sackville Arena (LDRA),photo,7726,24541
2025/02/10,Pete Knight Arena,story,3331,13808
2025/02/10,Aréna Saint-Boniface,note,3554,9767
2025/02/10,Pete Knight Arena,photo,3334,13813
2025/02/10,Centre Sportif Normandin,story,2720,3547
2025/02/10,Aréna Saint-Boniface,story,3564,9810
2025/02/10,Sackville Arena (LDRA),photo,7729,24550
2025/02/10,North Hastings Community Centre,note,912,3365
2025/02/10,Aréna Saint-Boniface,story,3574,9853
2025/02/10,Aréna Saint-Boniface,photo,3577,9856
2025/02/10,Aréna Saint-Boniface,photo,3580,9859
2025/02/10,Aréna Saint-Boniface,note,3581,9860
2025/02/10,Honeywood Arena,photo,4622,12450
2025/02/10,Aréna Saint-Boniface,note,3582,9861
2025/02/10,Middleton District Arena,note,3049,8046
2025/02/10,Middleton District Arena,story,3059,8056
2025/02/10,Aréna Saint-Boniface,story,3592,9901
2025/02/10,Sam Ault Arena,note,222,326
2025/02/10,Pete Knight Arena,photo,3337,13816
2025/02/10,Pete Knight Arena,photo,3340,13819
2025/02/10,Pete Knight Arena,photo,3343,13824
2025/02/10,Pete Knight Arena,photo,3346,13827
2025/02/10,Haldimand Community Memorial Arena,story,739,1376
2025/02/10,Middleton District Arena,photo,3062,8061
2025/02/10,Haldimand Community Memorial Arena,note,740,1377
2025/02/10,Aréna Saint-Boniface,story,3602,9953
2025/02/10,Aréna Saint-Boniface,photo,3605,9957
2025/02/10,Aréna Saint-Boniface,note,3606,9958
2025/02/10,Brooke-Alvinston-Inwood Community Centre Complex,note,255,414
2025/02/10,John Levi Community Centre,story,216,319
2025/02/10,Pete Knight Arena,photo,3349,13831
2025/02/10,Pete Knight Arena,photo,3352,13835
2025/02/10,Arborg & District Arena,photo,1073,1172
2025/02/10,Pete Knight Arena,photo,3355,13839
2025/02/10,Pete Knight Arena,photo,3358,13842
2025/02/10,Bowness Community Association,story,10,10
2025/02/10,Pete Knight Arena,note,3359,13843
2025/02/10,Pete Knight Arena,photo,3362,13846
2025/02/10,Pete Knight Arena,photo,3365,13850
2025/02/10,Pete Knight Arena,photo,3368,13853
2025/02/10,Pete Knight Arena,photo,3371,13856
2025/02/10,Pete Knight Arena,photo,3374,13859
2025/02/10,Pete Knight Arena,photo,3377,13862
2025/02/10,Trout Creek Community Centre,note,9338,44646
2025/02/10,Ivor MacDonald Memorial Arena,photo,484,2075
2025/02/10,Ivor MacDonald Memorial Arena,photo,487,2084
2025/02/10,Ivor MacDonald Memorial Arena,photo,490,2090
2025/02/10,Ivor MacDonald Memorial Arena,photo,493,2096
2025/02/10,Ivor MacDonald Memorial Arena,photo,496,2102
2025/02/10,Cremona Ag Society Community Arena,photo,195,239
2025/02/10,Cremona Ag Society Community Arena,photo,198,243
2025/02/10,Cremona Ag Society Community Arena,photo,201,247
2025/02/10,Aréna Saint-Boniface,note,3607,9959
2025/02/10,Delburne AG Arena,photo,372,980
2025/02/10,Delburne AG Arena,photo,375,987
2025/02/10,Pete Knight Arena,story,3387,13886
2025/02/10,Delburne AG Arena,photo,378,995
2025/02/10,Delburne AG Arena,photo,381,1003
2025/02/10,Pete Knight Arena,note,3388,13887
2025/02/10,Pete Knight Arena,story,3398,13915
2025/02/10,Delburne AG Arena,note,382,1004
2025/02/10,Pete Knight Arena,story,3408,13940
2025/02/10,Pete Knight Arena,photo,3411,13945
2025/02/10,Pete Knight Arena,photo,3414,13949
2025/02/10,Pete Knight Arena,story,3424,13973
2025/02/10,Pete Knight Arena,note,3425,13974
2025/02/10,Pete Knight Arena,photo,3428,13978
2025/02/10,Pete Knight Arena,note,3429,13979
2025/02/10,Pete Knight Arena,photo,3432,13983
2025/02/10,Aréna Saint-Boniface,note,3608,9960
2025/02/10,Trout Creek Community Centre,story,9348,44673
2025/02/10,Honeywood Arena,photo,4625,12454
2025/02/10,Aréna Saint-Boniface,note,3609,9961
2025/02/10,Honeywood Arena,photo,4628,12457
2025/02/10,Honeywood Arena,photo,4631,12461
2025/02/10,Big River Arena,note,770,1775
2025/02/10,Aréna Saint-Boniface,story,3619,10007
2025/02/10,Big River Arena,story,780,1790
2025/02/10,Aréna Saint-Boniface,note,3620,10008
2025/02/10,Aréna Saint-Boniface,note,3621,10009
2025/02/10,Aréna Saint-Boniface,note,3622,10010
2025/02/10,Complexe Sportif De St-Louis-De-France Inc,note,36,56
2025/02/10,Trout Creek Community Centre,note,9349,44674
2025/02/10,Aréna Saint-Boniface,story,3632,10060
2025/02/10,Aréna Saint-Boniface,note,3633,10061
2025/02/10,Bashaw Arena,photo,3793,15076
2025/02/10,Bashaw Arena,photo,3796,15083
2025/02/10,Bashaw Arena,photo,3799,15090
2025/02/10,Bashaw Arena,photo,3802,15099
2025/02/10,Centre Sportif Normandin,note,2721,3548
2025/02/10,Middleton District Arena,story,3072,8073
2025/02/10,Aréna Saint-Boniface,story,3643,10111
2025/02/10,Aréna Saint-Boniface,note,3644,10112
2025/02/10,Pete Knight Arena,photo,3435,13986
2025/02/10,Pete Knight Arena,photo,3438,13989
2025/02/10,Pete Knight Arena,photo,3441,13992
2025/02/10,Pete Knight Arena,photo,3444,13996
2025/02/10,Pete Knight Arena,photo,3447,14000
2025/02/10,Pete Knight Arena,photo,3450,14003
2025/02/10,Pete Knight Arena,photo,3453,14006
2025/02/10,Pete Knight Arena,story,3463,14030
2025/02/10,Delburne AG Arena,photo,385,1012
2025/02/10,Middleton District Arena,photo,3075,8078
2025/02/10,Middleton District Arena,note,3076,8079
2025/02/10,Middleton District Arena,photo,3079,8084
2025/02/10,Rolling Hills Arena,photo,1100,2137
2025/02/10,Rolling Hills Arena,photo,1103,2141
2025/02/10,Centre Sportif Normandin,photo,2724,3552
2025/02/10,Centre Sportif Normandin,note,2725,3553
2025/02/10,Aréna Saint-Boniface,story,3654,10171
2025/02/10,Pete Knight Arena,photo,3466,14033
2025/02/10,Centre Sportif Normandin,photo,2728,3557
2025/02/10,Aréna Saint-Boniface,note,3655,10172
2025/02/10,Aréna Saint-Boniface,story,3665,10226
2025/02/10,Complexe Sportif De St-Louis-De-France Inc,photo,39,59
2025/02/10,Complexe Sportif De St-Louis-De-France Inc,photo,42,62
2025/02/10,Aréna Saint-Boniface,note,3666,10227
2025/02/10,Trout Creek Community Centre,photo,9352,44683
2025/02/10,Pete Knight Arena,photo,3469,14036
2025/02/10,Trout Creek Community Centre,photo,9355,44693
2025/02/10,Trout Creek Community Centre,photo,9358,44702
2025/02/10,Centre Sportif Normandin,story,2738,3569
2025/02/10,Pete Knight Arena,photo,3472,14040
2025/02/10,Aréna Saint-Boniface,photo,3669,10231
2025/02/10,Aréna Saint-Boniface,note,3670,10232
2025/02/10,Pete Knight Arena,photo,3475,14043
2025/02/10,Pete Knight Arena,photo,3478,14048
2025/02/10,St. Isidore Recreation Centre,story,620,1835
2025/02/10,Pete Knight Arena,story,3488,14071
2025/02/10,Pete Knight Arena,note,3489,14072
2025/02/10,Bienfait Memorial Arena,note,149,149
2025/02/10,Trout Creek Community Centre,photo,9361,44712
2025/02/10,Complexe Sportif De St-Louis-De-France Inc,note,43,63
2025/02/10,Trout Creek Community Centre,photo,9364,44723
2025/02/10,Pete Knight Arena,story,3499,14096
2025/02/10,Aréna Saint-Boniface,photo,3673,10236
2025/02/10,Aréna Saint-Boniface,photo,3676,10240
2025/02/10,Complexe Sportif De St-Louis-De-France Inc,story,53,73
2025/02/10,Humphrey Arena,photo,26,32
2025/02/10,Aréna Saint-Boniface,story,3686,10297
2025/02/10,Big River Arena,note,781,1791
2025/02/10,Eliyahu Wellness Centre Canada Games Place Place des Jeux du Canada,photo,13,28
2025/02/10,Middleton District Arena,photo,3082,8089
2025/02/10,Fox Valley Skating Arena,story,919,2144
2025/02/10,Fox Valley Skating Arena,note,920,2145
2025/02/10,Trout Creek Community Centre,story,9374,44748
2025/02/10,Eliyahu Wellness Centre Canada Games Place Place des Jeux du Canada,photo,16,37
2025/02/10,Trout Creek Community Centre,story,9384,44778
2025/02/10,Eliyahu Wellness Centre Canada Games Place Place des Jeux du Canada,photo,19,47
2025/02/10,Trout Creek Community Centre,note,9385,44779
2025/02/10,Fox Valley Skating Arena,story,930,2163
